series_name,series_lim,series_arguments,accel_name,accel_m_value,accel_additional_args,error_description,error_data,stack_id,events,computed_n,computed_series_value,computed_partial_sum,computed_partial_sum_deviation,computed_accel_value,computed_accel_value_deviation
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",31,3.769987628815906e-33,2.7182818284590455,4.440892098500626e-16,2.718281828459045,0.0
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",32,1.2161250415535181e-34,2.7182818284590455,4.440892098500626e-16,2.718281828459046,8.881784197001252e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",33,3.800390754854744e-36,2.7182818284590455,4.440892098500626e-16,2.7182818284590455,4.440892098500626e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",34,1.151633562077195e-37,2.7182818284590455,4.440892098500626e-16,2.718281828459045,0.0
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",35,3.387157535521162e-39,2.7182818284590455,4.440892098500626e-16,2.7182818284590455,4.440892098500626e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",36,9.67759295863189e-41,2.7182818284590455,4.440892098500626e-16,2.718281828459046,8.881784197001252e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",37,2.6882202662866363e-42,2.7182818284590455,4.440892098500626e-16,2.7182818284590455,4.440892098500626e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",38,7.265460179153071e-44,2.7182818284590455,4.440892098500626e-16,2.718281828459045,0.0
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",39,1.911963205040282e-45,2.7182818284590455,4.440892098500626e-16,2.7182818284590455,4.440892098500626e-16
ExpSeriesF64,2.718281828459045,{'x': 1.0},LevinAlgorithmF64,8,"{'remainder': 'RemainderType.v_type', 'useRecFormulas': 'True', 'beta': '0.0'}",,{},d49276b4-301f-43ac-801a-3c548984dc6c,"[EventTrialResult(event='slow_accel_method', data={'computed_index': 0, 'description': 'accel_value_deviation2.0995881784280357e-06\n is lesser than partial_sum_deviation1.718281828459045'}), EventTrialResult(event='divergent_accel_method', data={'computed_index': 12, 'description': 'accel_value_deviation0.0\nfrom a previous iteration 11\nis lesser than current accel_value_deviation4.440892098500626e-16'})]",40,4.902469756513544e-47,2.7182818284590455,4.440892098500626e-16,2.718281828459046,8.881784197001252e-16
